TweetID,HandLabel,AnnotatorID
435678707626541056,Positive,33
435678707626541056,Neutral,33
435678773749362690,Positive,33
435678835615748096,Positive,33
435678931195539456,Positive,33
435678948354428928,Negative,33
435678952959406080,Negative,33
435678952959406080,Neutral,33
435679121687838720,Positive,33
435679403469598720,Neutral,33
435680331816243200,Negative,33
435680526750740480,Negative,33
435680969144958976,Positive,33
435681230965968896,Negative,33
435681230965968896,Negative,33
435681386649767936,Positive,33
435681416819388417,Negative,33
435681739164614656,Negative,33
435681859536965632,Negative,33
435682247937908736,Positive,33
435682364682141696,Negative,33
435682753242488833,Negative,33
435683051121561600,Positive,33
435683689931235328,Neutral,33
435683754082717696,Positive,33
435683820109852672,Neutral,33
435683820109852672,Positive,33
435683848446545920,Neutral,33
435683951001079808,Neutral,33
435683951001079808,Neutral,33
435684024250408960,Negative,33
435684898373136384,Negative,33
435684913208377344,Neutral,33
435685131643535360,Negative,33
435685137138073600,Neutral,33
435685137138073600,Positive,33
435685152606650368,Positive,33
435685193760768000,Negative,33
435685517716652032,Positive,33
435686006222622720,Negative,33
435686006222622720,Positive,33
435686101144330240,Positive,33
435686182983184385,Neutral,33
435686616401981440,Positive,33
435686997131538432,Positive,33
435686997131538432,Positive,33
435687600968331264,Positive,33
435687652105662464,Positive,33
435687652105662464,Positive,33
435688206957551616,Negative,33
435688206957551616,Neutral,33
435688688106758144,Positive,33
435689599948845056,Positive,33
435689862751346688,Positive,33
435689976198488065,Positive,33
435690745920778241,Positive,33
435690790992769024,Positive,33
435691297085853696,Positive,33
435692102845218817,Positive,33
435692621801865217,Negative,33
435692700088545280,Negative,33
435692960840450048,Negative,33
435693389145968640,Negative,33
435693389145968640,Negative,33
435693420388970496,Negative,33
435693625063006208,Positive,33
435693655542599680,Positive,33
435693655542599680,Positive,33
435693936435544064,Positive,33
435693936435544064,Neutral,33
435694503413174272,Negative,33
435694503413174272,Negative,33
435694531963392000,Positive,33
435694744430055424,Neutral,33
435694790009970688,Positive,33
435694807298875392,Positive,33
435694807298875392,Positive,33
435694954203996162,Positive,33
435695307616038912,Positive,33
435695391976062976,Positive,33
435695822999941120,Positive,33
435696057662455808,Positive,33
435696066369839105,Negative,33
435696598232727553,Neutral,33
435696911728001024,Positive,33
435696911728001024,Positive,33
435696952291119104,Positive,33
435697294596636672,Positive,33
435697406160564224,Neutral,33
435697694540304384,Positive,33
435697922659741696,Neutral,33
435698174947491840,Neutral,33
435698174947491840,Neutral,33
435698253489643520,Positive,33
435698253489643520,Positive,33
435698325770473473,Neutral,33
435698699801731072,Positive,33
435698854608920576,Negative,33
435699076957364224,Positive,33
435699307455729664,Positive,33
435699623626567680,Positive,33
435699671034380289,Positive,33
435699673068613633,Negative,33
435699673068613633,Negative,33
