936469851,1,1,4,,,,
936470432,1,1,1,,,,
936472030,1,1,1,1,,,
936472042,1,1,4,1,,,
936472907,1,4,1,,,,
936472928,1,1,1,,,,
936474032,1,2,1,,,,
936475544,1,1,1,3,,,
936476318,1,1,4,,,,
936476394,1,1,4,,,,
936477914,4,1,1,,,,
936478426,1,1,1,,,,
936478519,1,1,4,,,,
936478533,3,1,1,,,,
936478667,1,1,1,,,,
936479031,1,1,1,,,,
936479038,1,2,1,,,,
936479425,1,1,4,,,,
936480648,1,1,1,,,,
936480659,1,1,1,,,,
936481104,1,1,1,,,,
936481174,1,1,1,,,,
936481635,1,1,1,4,,,
936481733,1,1,1,,,,
936482365,3,1,1,,,,
936482757,1,1,1,,,,
936482834,1,1,1,,,,
936482946,1,1,1,,,,
936482963,1,1,1,,,,
936483317,2,1,1,3,3,,
936483373,1,1,1,,,,
936484325,4,1,1,,,,
936484477,1,3,1,,,,
936485730,1,1,1,2,,,
936486069,1,2,1,1,,,
936487064,1,1,1,,,,
936487524,1,1,1,1,,,
936489753,1,1,1,,,,
936490257,1,3,1,1,,,
936490363,1,1,1,,,,
936490983,1,1,1,,,,
936491702,1,1,3,,,,
936491945,1,1,1,1,,,
936492695,1,1,1,,,,
936493024,1,1,3,,,,
936493427,1,1,3,,,,
936493694,1,1,1,,,,
936493784,2,1,1,4,,,
936493874,1,4,1,1,,,
936494071,1,1,1,,,,
936494362,1,1,1,1,,,
936495826,1,3,1,,,,
936495855,1,1,1,,,,
936495925,1,2,1,,,,
936495994,2,1,1,,,,
936496070,1,1,1,1,,,
936496087,1,1,1,,,,
936496331,1,1,1,,,,
936496497,1,1,3,,,,
936497173,1,1,1,,,,
936498255,1,1,1,,,,
936498451,2,1,1,1,,,
936501351,1,4,1,,,,
936501672,1,1,4,,,,
936502132,4,1,1,,,,
936502843,1,1,1,1,1,1,
936503059,1,1,1,,,,
936503722,1,1,4,,,,
936504075,1,1,1,1,,,
936504189,2,1,1,,,,
936504345,1,1,4,,,,
936504394,1,1,2,,,,
936504405,1,1,1,1,1,1,1
936504460,1,1,3,1,,,
936504555,1,1,4,,,,
936504645,1,1,1,,,,
936505751,1,1,1,,,,
936505804,1,1,1,1,,,
936505931,1,1,4,1,,,
936506034,1,2,1,2,,,
936506398,1,1,3,,,,
936506977,1,1,1,1,,,
936507300,2,1,1,,,,
936507871,1,2,1,1,,,
936508054,1,1,1,,,,
936508498,2,1,1,,,,
936509631,2,1,1,,,,
936509810,4,1,1,,,,
936509870,1,2,1,1,,,
936509906,1,1,4,1,1,,
936509924,1,4,1,,,,
936509930,1,1,2,,,,
936509958,3,1,1,,,,
936510098,1,1,1,,,,
936511016,1,1,1,1,,,
936511049,1,1,4,,,,
936511288,1,1,1,,,,
936512032,4,1,1,,,,
936513239,1,3,1,,,,
936513359,1,1,1,,,,
936513363,1,1,1,,,,
936513493,1,1,4,3,4,1,
936514134,1,1,3,1,,,
936514698,1,3,1,,,,
936514798,1,1,1,,,,
936515553,1,1,1,,,,
936515629,1,1,1,,,,
936516081,3,1,1,,,,
936516280,1,1,2,,,,
936516523,1,3,1,,,,
936517349,1,4,1,,,,
936517836,1,1,1,,,,
936518439,1,1,1,,,,
936519680,1,2,1,1,,,
936520097,1,4,1,,,,
936520256,1,1,1,1,,,
936520938,1,1,1,,,,
936521361,1,3,1,1,1,1,
936521419,1,1,1,,,,
936521570,2,1,1,,,,
936522104,1,1,1,,,,
936522152,4,1,1,,,,
936522501,1,4,1,1,,,
936523073,1,1,2,,,,
936523206,1,1,1,,,,
936523593,2,1,1,,,,
936523703,1,1,1,,,,
936524002,1,1,1,,,,
936524077,1,1,1,,,,
936524912,1,4,1,,,,
936525016,1,1,1,,,,
936525121,1,1,1,1,,,
936525158,1,1,1,,,,
936525661,1,1,1,1,,,
936526171,1,1,3,1,,,
936526239,1,1,3,1,,,
936526672,1,3,1,,,,
936526932,1,1,1,,,,
936527240,1,1,1,,,,
936528118,1,2,1,,,,
936529425,1,1,1,,,,
936529775,1,1,4,,,,
936529789,1,1,1,,,,
936530170,2,1,1,,,,
936530910,2,1,1,,,,
936531219,1,4,1,,,,
936531236,4,1,1,1,,,
936531392,3,1,1,1,,,
936531490,1,1,2,,,,
936531637,2,1,1,,,,
936531665,1,1,1,,,,
936532209,1,1,2,1,,,
936532362,1,1,1,,,,
936532467,2,1,1,,,,
936533195,1,1,1,1,,,
936533757,4,1,1,,,,
936534020,1,1,1,,,,
936534217,1,1,1,,,,
936534459,1,1,3,1,,,
936534522,1,1,1,,,,
936534564,1,1,3,,,,
936534603,1,1,1,,,,
936535256,1,1,1,,,,
936535451,1,1,1,,,,
936535852,1,1,1,1,,,
936536294,1,1,1,,,,
936536309,1,1,1,,,,
936536704,1,4,1,1,,,
936537134,1,1,1,,,,
936537270,1,2,1,,,,
936537359,1,1,2,,,,
936537706,1,1,1,3,,,
936537942,1,1,1,1,,,
936538123,1,1,1,,,,
936538172,1,1,1,1,,,
936538267,1,1,1,1,1,,
936538469,1,2,1,,,,
936539583,1,1,3,,,,
936539673,1,1,1,,,,
936539703,1,1,4,,,,
936539719,1,1,1,,,,
936539862,1,1,1,,,,
936539999,1,4,1,1,,,
936540200,1,1,1,1,1,,
936540669,1,1,3,,,,
936540678,1,2,1,,,,
936540794,1,1,1,,,,
936541140,1,4,1,,,,
936541482,1,2,1,,,,
936541891,1,1,3,,,,
936542005,1,1,1,,,,
936542185,1,1,1,,,,
936542398,1,1,2,,,,
936542561,1,1,1,1,,,
936542683,1,1,1,,,,
936543097,1,1,1,2,,,
936543249,1,1,1,1,,,
936543271,3,1,1,1,,,
936543286,1,1,1,,,,
936543559,1,1,1,,,,
936543600,1,1,1,,,,
936543977,1,1,1,,,,
936544036,1,1,1,,,,
936544574,1,1,3,,,,
936544832,1,4,1,,,,
936545335,1,1,1,,,,
936546678,1,2,1,,,,
936547829,1,1,1,1,,,
936548677,1,3,1,,,,
936549139,1,1,1,1,,,
936550076,3,1,1,,,,
936550405,1,1,3,,,,
936552579,2,1,1,,,,
936552996,2,1,1,,,,
936553058,1,3,1,,,,
936553597,1,1,1,1,,,
936554015,1,1,1,,,,
936554313,3,1,1,,,,
936554428,1,1,1,,,,
936554650,1,1,1,,,,
936554755,1,2,1,,,,
936555867,1,1,1,,,,
936556493,1,1,1,1,,,
936557607,1,2,1,,,,
936557653,1,1,3,1,,,
936558119,1,2,1,,,,
936558679,1,1,1,,,,
936558772,1,3,1,,,,
936558803,4,1,1,,,,
936558853,1,4,1,,,,
936559729,1,2,1,1,,,
936560030,1,1,1,,,,
936560050,1,1,1,,,,
936560842,1,1,1,,,,
936561478,1,1,1,,,,
936561775,1,1,1,,,,
936565820,1,1,3,,,,
936566918,1,1,1,1,,,
936567418,1,2,1,,,,
936567570,1,1,1,1,,,
936567789,2,1,1,,,,
936568741,1,1,3,,,,
936569525,1,1,1,1,,,
936569848,1,1,4,,,,
936571018,1,2,1,,,,
936571439,1,1,3,,,,
936571575,1,1,3,,,,
936571858,1,1,1,4,,,
936572830,4,1,1,,,,
936573383,1,3,1,2,,,
936574106,1,1,4,1,,,
936574261,1,1,4,,,,
936574295,1,1,1,,,,
936574326,4,1,1,,,,
936574487,1,1,1,1,,,
936575109,1,2,1,,,,
936576107,1,4,1,,,,
936577123,1,1,1,1,,,
936577247,1,1,1,,,,
936577256,1,2,1,,,,
936577340,1,1,1,,,,
936577670,1,3,1,4,,,
936578290,3,1,1,,,,
936578788,1,1,1,,,,
936579346,4,1,1,4,,,
936579936,1,1,1,1,,,
936580123,2,1,1,2,,,
936580146,2,1,1,,,,
936580152,2,1,1,,,,
936580398,1,1,1,,,,
936580404,1,2,1,,,,
936580738,1,1,1,1,,,
936580781,4,1,1,,,,
936580847,1,1,1,,,,
936580936,2,1,1,,,,
936581578,1,3,1,,,,
936582335,2,1,1,,,,
936582539,1,3,1,1,,,
936582748,1,1,1,,,,
936583244,1,1,3,1,,,
936584213,1,1,1,,,,
936584515,1,2,1,,,,
936584620,1,1,1,,,,
936584632,1,2,1,1,,,
936586433,2,1,1,,,,
936586515,1,2,1,,,,
936586551,1,1,1,,,,
936586603,1,1,1,1,,,
936586672,1,1,3,,,,
936586918,1,1,1,,,,
936587205,1,2,1,,,,
936587394,2,1,1,1,,,
936587738,1,1,1,,,,
936587818,1,4,1,,,,
936587852,1,4,1,1,,,
936587916,1,1,1,,,,
936588272,1,1,1,1,,,
936588620,1,1,1,1,,,
936588708,4,1,1,,,,
936588728,1,1,1,,,,
936588761,1,4,1,,,,
936589273,4,1,1,4,,,
936589278,1,2,1,,,,
936589390,1,1,1,,,,
936589664,1,1,1,,,,
936589772,4,1,1,,,,
936589979,1,1,1,,,,
936590042,1,4,1,1,,,
936590074,1,1,1,1,,,
936590378,1,1,1,,,,
936590394,1,1,1,1,,,
936590629,4,1,1,,,,
936590651,1,1,1,,,,
936590714,1,4,1,,,,
936590759,1,1,1,,,,
936590918,3,1,1,,,,
936591013,1,1,3,1,1,,
936591424,1,1,1,,,,
936591698,1,1,1,,,,
936591776,1,1,1,,,,
936591783,3,1,1,,,,
936591842,1,1,1,,,,
936591977,1,4,1,,,,
936592139,1,1,3,,,,
936592194,4,1,1,,,,
936593224,1,2,1,1,,,
936593492,1,3,1,,,,
936593667,4,1,1,,,,
936593808,2,1,1,1,,,
936594102,1,1,1,1,,,
936594215,3,1,1,,,,
936595697,1,1,2,,,,
936596052,2,1,1,,,,
936596181,4,1,1,,,,
936596603,1,1,3,,,,
936597856,1,1,3,,,,
936598221,1,1,1,1,,,
936598633,1,1,4,,,,
936598740,1,1,1,,,,
936598846,1,1,1,,,,
936600225,1,1,1,,,,
936600759,1,2,1,,,,
936601257,1,1,1,,,,
936602021,1,1,3,,,,
936602394,1,1,1,3,,,
936602600,1,1,1,1,,,
936603339,1,1,1,,,,
936604124,3,1,1,,,,
936604137,1,1,1,,,,
936604698,1,1,1,1,,,
936604844,1,3,1,,,,
936605268,2,1,1,,,,
936605482,1,1,1,1,,,
936606020,1,1,4,,,,
936606474,3,1,1,3,,,
936607067,3,1,1,,,,
936607375,2,1,1,,,,
936607864,1,1,1,1,,,
936608140,1,1,1,1,,,
936608354,1,1,1,,,,
936608485,1,1,1,,,,
936608774,1,1,1,,,,
936609172,1,1,1,1,1,,
936609255,1,1,1,,,,
936609351,1,1,1,,,,
936609484,2,1,1,,,,
936609552,1,1,1,,,,
936610166,1,1,3,,,,
936611143,1,1,1,1,,,
936611151,1,1,1,,,,
936611495,1,2,1,,,,
936611502,2,1,1,1,,,
936612517,1,1,1,1,,,
936613220,1,1,1,,,,
936613787,1,1,4,1,,,
936615840,1,1,1,,,,
936616233,1,1,3,,,,
936617146,1,1,1,4,,,
936617445,1,1,1,,,,
936617809,1,3,1,,,,
936618178,3,1,1,1,,,
936618522,2,1,1,,,,
936618956,1,1,3,3,,,
936618992,1,1,3,1,,,
936619097,3,1,1,,,,
936620088,1,3,1,,,,
